,cu_local_no,cu_established_no,cu_alcohol_no,cu_bakery_no,cu_dairy_no,cu_flower_no,cu_fuel_no,cu_garden_no,cu_grocery_no,cu_meat_no,cu_misc_no,cu_natural_prod_no,cu_packaged_no,cu_pharmaceutical_no,cu_prepared_no,cu_restaurant_no,cu_salad_no,cu_seafood_no,cu_skin_no,cu_travel_no,cu_vegetable_no,customer_id,no_of_tran,no_of_days,qty,max_sp,min_sp,avg_sp,max_od,min_od,avg_od,max_cd,min_cd,avg_cd
1223,119,204,0,2,2,0,20,0,202,1,0,8,12,74,2,0,0,0,0,0,0,950,323,54,146241,890.14,1.07,118.6370898,0,-151.74,-17.73609907,0,-53.43,-0.275696594
1224,32,122,0,6,5,1,1,0,105,8,0,8,7,10,0,0,0,3,0,0,0,759,154,11,4984,356.56,21.02,117.047987,0,-140.7,-23.09987013,0,0,0
1225,38,98,0,1,0,0,0,0,89,2,0,4,8,32,0,0,0,0,0,0,0,425,136,29,217,497.97,7.12,128.2558824,0,-142.48,-11.14691176,0,-35.62,-0.261911765
1226,66,153,0,6,0,0,0,0,161,14,0,7,13,14,2,0,0,2,0,0,0,670,219,50,260,380.78,11.75,99.25703196,0,-195.91,-18.55977169,0,-89.05,-0.984018265
1227,121,240,0,0,1,0,0,0,261,21,0,8,23,44,2,0,0,0,1,0,0,812,361,78,413,400.37,8.9,69.81085873,0,-121.46,-11.88063712,0,0,0
1228,118,446,3,9,8,0,1,0,390,12,0,50,38,34,16,0,0,2,1,0,0,206,564,46,12618,2809.71,12.11,101.9347872,0,-356.2,-13.79514184,0,-35.62,-0.063156028
1229,45,484,0,0,0,0,0,0,472,1,1,2,9,44,0,0,0,0,0,0,0,435,529,50,12344,827.81,8.9,128.4050851,0,-148.89,-12.03139887,0,-53.43,-0.303005671
1230,395,793,4,7,3,0,2,0,908,31,1,14,32,159,9,0,0,12,6,0,0,765,1188,153,8985,852.74,3.56,115.4076515,0,-539.64,-24.133367,0,-142.48,-0.482424242
1231,100,352,0,0,32,0,1,0,299,9,2,27,28,38,3,6,1,6,0,0,0,350,452,72,14545,1781,8.9,99.74190265,0,-212.3,-17.49139381,0,-35.62,-0.13789823
1232,65,341,0,12,11,3,1,0,283,5,0,26,12,38,14,0,0,1,0,0,0,651,406,26,18585,1285.88,12.11,141.4816256,0,-224.41,-14.48568966,0,0,0
1233,41,193,0,1,0,0,2,0,166,0,0,20,41,4,0,0,0,0,0,0,0,217,234,51,31030,1389.18,16.03,106.7100427,0,-780.08,-31.61478632,0,-178.1,-2.915042735
1234,48,100,1,1,0,0,0,0,107,3,0,8,8,18,2,0,0,0,0,0,0,70,148,28,176,355.84,12.11,77.88513514,0,-113.27,-14.84243243,0,0,0
1235,128,146,1,0,0,0,0,0,163,26,0,1,48,31,1,0,0,1,1,1,0,739,274,46,423,1142.33,7.12,104.2283212,0,-292.44,-21.17456204,0,0,0
1236,264,316,0,4,0,0,0,2,424,35,0,28,54,29,2,0,0,2,0,0,0,342,580,46,754,925.41,13.89,109.5050172,0,-568.14,-16.02705172,0,-89.05,-0.307068966
1237,128,238,1,0,55,0,10,0,192,5,0,25,8,61,0,0,0,1,7,1,0,1040,366,57,104803,1423.38,8.9,154.6367213,0,-275.7,-10.65568306,0,0,0
1238,122,376,0,5,1,0,0,0,394,16,2,6,51,12,3,0,0,7,0,1,0,727,498,32,639,640.45,7.12,90.83062249,0,-354.78,-17.315,0,-35.62,-0.071526104
1239,23,173,1,0,1,0,1,0,154,0,4,6,1,23,2,0,0,0,3,0,0,25,196,33,59291,1602.9,14.96,324.1016327,0,-528.96,-71.05632653,0,-89.05,-0.454336735
1240,77,363,0,3,2,0,2,0,340,15,0,17,15,44,2,0,0,0,0,0,0,895,440,52,28917,4593.91,13.18,118.8407273,0,-210.16,-16.01429545,0,-35.62,-0.080954545
1241,21,112,0,3,0,0,1,0,88,2,1,2,3,26,2,0,0,1,4,0,0,1288,133,40,16322,2314.94,21.37,144.6965414,0,-99.74,-15.42894737,0,0,0
1242,67,334,0,36,3,0,0,0,207,20,1,43,33,27,15,0,0,14,2,0,0,1299,401,63,593,931.82,11.04,102.3,0,-569.21,-23.42289277,0,-35.62,-0.137680798
1243,97,268,0,10,2,0,0,0,240,11,0,9,52,24,7,0,2,8,0,0,0,707,365,55,419,747.31,6.06,105.8720274,0,-745.17,-30.89643836,0,-89.05,-0.351315068
1244,19,64,0,0,2,0,0,0,38,0,0,6,0,8,0,1,0,0,28,0,0,406,83,27,88,277.84,17.81,100.4643373,0,-205.53,-44.49795181,0,0,0
1245,42,193,0,1,1,0,0,0,135,17,0,13,4,59,3,0,0,0,2,0,0,65,235,47,270,605.18,10.69,120.9204681,0,-312.03,-14.12812766,0,0,0
1246,163,158,0,4,0,0,5,0,256,5,2,14,24,9,0,0,0,2,0,0,0,1503,321,51,21819,533.94,11.75,65.87542056,0,-167.06,-14.37214953,0,0,0
1247,107,369,12,9,25,2,0,0,274,8,2,25,6,106,1,0,0,1,5,0,0,215,476,102,671,954.97,10.69,130.5676891,0,-148.89,-9.935420168,0,0,0
1248,32,168,0,0,2,0,3,0,149,0,0,6,4,31,3,0,0,1,1,0,0,531,200,22,48506,1496.04,14.25,140.12665,0,-213.72,-20.90175,0,0,0
1249,92,1589,0,3,2,0,0,0,1056,24,13,20,115,431,2,0,0,10,5,0,0,1378,1681,80,165435,1567.28,5.34,134.4546044,0,-213.72,-12.39165378,0,-89.05,-0.617656157
1250,126,205,0,2,0,0,13,0,207,3,0,9,31,63,0,0,0,1,1,1,0,1342,331,58,97488,5091.52,3.56,178.6653172,0,-142.48,-14.97404834,0,-53.43,-0.269033233
1251,118,368,0,14,28,0,9,0,274,17,0,25,26,76,4,0,0,12,1,0,0,497,486,51,79049,1241.71,13.89,110.0409259,0,-320.22,-24.3387037,0,-53.43,-1.229814815
1252,446,570,0,8,8,0,3,0,698,9,0,5,41,232,4,0,0,0,8,0,0,302,1016,185,16065,3165.91,6.77,108.2583465,0,-312.03,-13.07345472,0,-71.24,-0.429468504
1253,310,238,0,3,1,0,0,0,416,14,0,16,62,33,1,0,0,2,0,0,0,219,548,48,762,712.04,7.12,73.2870073,0,-500.1,-23.16967153,0,-89.05,-0.399726277
1254,82,271,0,3,0,0,0,0,210,5,0,28,16,48,39,0,0,1,1,2,0,1107,353,33,460,1068.24,21.02,135.4083569,0,-269.29,-19.74016997,0,0,0
1255,37,384,0,15,0,0,0,0,270,6,0,15,11,99,4,0,0,0,1,0,0,764,421,65,513,669.3,11.75,117.0639905,0,-266.79,-15.86472684,0,0,0
1256,14,252,0,0,3,2,0,0,193,4,1,31,5,15,11,0,0,1,0,0,0,1177,266,24,298,890.14,15.32,118.1786842,0,-106.15,-9.597180451,0,-35.62,-0.401691729
1257,84,312,0,7,3,1,0,0,241,17,0,3,28,94,0,0,0,2,0,0,0,738,396,75,558,832.8,7.12,137.3535354,0,-320.58,-18.86340909,0,0,0
1258,183,944,0,19,34,0,1,0,744,20,10,69,32,195,2,0,0,1,0,0,0,466,1127,80,56650,1424.44,6.77,116.979858,0,-235.09,-19.61204082,0,-71.24,-0.690576752
1259,366,446,3,14,2,1,31,0,528,19,0,50,70,72,15,0,0,7,0,0,0,436,812,140,468846,2671.5,10.69,140.8666379,0,-390.04,-26.9370197,0,-178.1,-1.429605911
1260,18,69,0,1,2,0,0,0,52,0,0,19,1,11,1,0,0,0,0,0,0,1150,87,29,185,1023.01,14.25,120.0921839,0,-55.57,-6.313218391,0,-19.59,-0.225172414
1261,88,106,0,0,0,0,1,0,149,1,0,0,9,34,0,0,0,0,0,0,0,1038,194,58,4020,1138.77,13.89,142.877732,0,-248.98,-16.60701031,0,0,0
1262,123,407,0,1,0,0,0,0,396,4,0,10,57,55,1,0,0,6,0,0,0,1018,530,33,646,3561.64,6.06,93.8370566,0,-383.27,-18.01749057,0,-26.71,-0.221773585
1263,330,237,0,4,6,0,16,0,464,8,0,10,47,10,0,0,0,2,0,0,0,306,567,44,192454,1356.77,9.26,131.5685538,0,-659.68,-23.84412698,0,0,0
1264,287,326,0,6,1,4,0,0,485,66,0,16,19,7,4,0,0,5,0,0,0,940,613,124,672,288.52,8.9,54.29725938,0,-145.33,-7.413817292,0,0,0
1265,120,371,0,4,3,0,0,0,364,10,0,14,21,71,2,0,0,1,1,0,0,1294,491,49,559,1139.13,7.12,116.0989817,0,-320.58,-16.96547862,0,-92.26,-0.550631365
1266,102,270,0,4,1,0,12,0,276,2,0,5,25,47,0,0,0,0,0,0,0,563,372,47,36069,1103.86,11.75,127.235,0,-667.52,-25.61198925,0,0,0
1267,173,360,0,2,0,0,0,0,383,19,1,12,25,88,0,0,0,2,1,0,0,726,533,54,608,569.56,6.06,84.44924953,0,-355.84,-16.62292683,0,-35.62,-0.133658537
1268,250,434,0,3,1,0,0,0,517,26,0,13,42,69,9,0,0,3,1,0,0,736,684,47,985,1259.88,12.11,122.1862573,0,-390.04,-26.97409357,0,-89.05,-0.130190058
1269,274,266,0,5,8,0,24,0,410,16,1,24,28,20,0,0,0,4,0,0,0,1081,540,59,205981,1173.68,3.56,129.3372222,0,-390.04,-22.50201852,0,-89.05,-0.164907407
1270,76,592,0,3,3,0,0,0,555,4,1,19,50,31,2,0,0,0,0,0,0,867,668,94,881,1335.75,17.81,128.8935928,0,-790.76,-22.69494012,0,-14.25,-0.058667665
1271,164,357,0,11,7,0,0,0,440,5,2,14,18,20,0,0,0,4,0,0,0,340,521,43,703,1139.13,8.9,91.6571977,0,-223.34,-16.8759309,0,-89.05,-0.170921305
1272,41,121,0,0,2,0,1,0,103,3,0,4,12,25,1,0,0,2,9,0,0,1462,162,24,7523,782.93,14.25,135.3617901,0,-106.86,-14.88549383,0,0,0
1273,126,136,0,6,3,1,0,0,191,4,1,16,10,25,5,0,0,0,0,0,0,1535,262,41,501,746.95,13.89,117.5457634,0,-355.84,-31.22862595,0,-124.67,-0.611793893
1274,152,611,0,13,2,2,2,0,544,8,0,34,31,117,5,0,0,3,1,1,0,135,763,83,26592,1341.45,12.11,95.35737877,0,-406.07,-13.77305374,0,-89.05,-0.256290957
1275,159,201,0,7,0,0,0,1,305,9,0,14,9,6,8,0,0,1,0,0,0,576,360,58,493,1424.44,12.11,93.45461111,0,-751.23,-20.71091667,0,0,0
1276,395,1190,1,34,21,1,61,0,1142,11,2,41,54,202,4,0,0,3,7,0,1,1490,1585,210,861877,2336.67,10.33,134.2290221,0,-2248.33,-17.15776656,0,-142.48,-0.247205047
1277,48,486,1,2,2,1,10,0,404,4,1,29,14,60,5,0,1,0,0,0,0,690,534,73,96781,1072.87,7.12,116.455412,0,-213.01,-13.577397,0,-35.62,-0.103389513
1278,256,329,0,0,0,0,0,0,510,5,0,25,21,20,2,0,0,1,1,0,0,1474,585,48,801,1424.44,5.34,76.912,0,-444.89,-18.8722906,0,-89.05,-0.304444444
1279,109,382,0,22,4,0,8,0,326,15,0,39,18,31,26,0,2,0,0,0,0,10,491,82,81165,1000.92,13.54,103.7887984,0,-400.37,-11.47955193,0,0,0
1280,320,398,0,19,23,2,14,4,476,1,1,40,53,75,6,0,0,1,3,0,0,1019,718,72,87296,830.66,13.89,111.4194429,0,-400.37,-28.89821727,0,-89.05,-0.12402507
1281,135,248,1,5,1,0,0,0,316,1,0,1,26,29,2,0,0,1,0,0,0,21,383,48,544,605.18,12.11,100.4395561,0,-304.55,-21.15678851,0,-106.5,-0.352480418
1282,127,469,0,4,1,0,6,0,462,13,1,31,32,42,2,0,0,2,0,0,0,384,596,121,40990,1068.6,7.12,99.33823826,0,-153.17,-14.34711409,0,-71.24,-0.791879195
1283,100,571,0,55,6,2,0,0,452,10,0,38,8,90,5,0,0,2,3,0,0,209,671,100,719,284.6,8.9,77.3933383,0,-106.86,-5.843532042,0,0,0
1284,387,948,0,10,16,0,1,1,992,22,1,24,89,172,4,0,0,3,0,0,0,40,1335,134,9896,3561.64,6.06,104.6208764,0,-447.39,-15.12732584,0,-71.24,-0.635827715
1285,43,246,0,6,0,0,1,0,170,8,1,10,6,80,4,0,0,2,1,0,0,1049,289,65,11986,1208.23,11.75,147.0397924,0,-463.06,-19.73266436,0,-89.05,-0.739515571
1286,84,286,0,5,1,0,0,0,277,9,2,13,27,29,1,0,0,6,0,0,0,1394,370,27,548,712.04,10.69,111.2468378,0,-382.92,-14.91194595,0,0,0
1287,167,324,0,7,0,0,5,0,382,6,0,10,45,33,1,0,0,0,2,0,0,1468,491,29,31115,1246.7,8.9,75.06313646,0,-213.01,-20.91837067,0,-142.48,-1.152016293
1288,54,190,0,0,1,1,0,0,213,0,0,16,2,10,1,0,0,0,0,0,0,1482,244,22,301,640.45,16.03,107.8182377,0,-112.56,-16.08631148,0,-35.62,-0.145983607
1289,28,192,0,0,1,0,0,0,168,4,0,3,18,21,0,0,0,3,2,0,0,4,220,26,280,1330.05,14.25,154.4237273,0,-390.04,-13.30540909,0,-89.05,-0.404772727
1290,93,530,0,1,0,0,1,0,506,0,0,18,30,60,2,0,0,5,0,0,0,1400,623,30,24765,2564.64,5.34,110.3671108,0,-390.04,-18.88019262,0,-89.05,-1.470497592
1291,75,238,0,3,1,0,0,0,221,11,0,19,20,20,4,0,12,1,1,0,0,213,313,31,457,284.6,3.56,78.70942492,0,-304.55,-22.09789137,0,0,0
1292,47,262,0,10,4,2,0,0,216,8,0,29,2,38,0,0,0,0,0,0,0,1435,309,37,447,811.78,13.89,108.7663754,0,-191.64,-15.53313916,0,-26.71,-0.086440129
1293,67,158,0,1,0,0,0,0,151,6,1,13,26,16,4,0,0,7,0,0,0,697,225,29,310,1280.9,17.81,126.8095556,0,-356.91,-28.53382222,0,-35.62,-0.2612
1294,44,114,0,5,0,0,0,0,95,6,0,3,8,37,2,0,0,0,2,0,0,364,158,22,233,1139.84,14.96,113.4943038,0,-462.35,-33.45335443,0,-89.05,-0.563607595
1295,191,249,0,0,1,0,0,0,364,7,0,45,4,18,0,0,0,0,0,0,1,330,440,41,575,668.59,8.9,77.26747727,0,-153.17,-10.95222727,0,0,0
1296,472,795,0,10,4,0,1,0,1048,22,0,20,59,97,2,0,0,3,1,0,0,1026,1267,59,4078,1187.21,7.12,83.13668508,0,-390.04,-16.28820837,0,-89.05,-0.198192581
1297,90,124,0,4,0,0,0,0,163,5,2,6,3,13,4,1,0,13,0,0,0,836,214,33,287,1709.76,12.11,103.6404206,0,-432.07,-27.18266355,0,-35.62,-1.165140187
1298,788,2021,0,40,74,10,38,8,1984,21,3,202,82,306,21,2,1,2,15,0,0,1337,2809,146,467541,1781.36,6.06,109.582282,0,-930.04,-15.86232823,0,-71.24,-0.199711641
1299,282,363,0,12,3,0,0,1,496,17,1,39,7,59,9,0,0,0,0,1,0,1247,645,44,828,739.47,3.56,71.10305426,0,-705.63,-26.04555039,0,-89.05,-0.276124031
1300,32,126,1,5,6,0,1,0,102,0,0,12,2,19,5,0,0,2,3,0,0,721,158,30,7717,890.14,8.9,106.5687342,0,-213.72,-14.15297468,0,0,0
1301,11,232,0,0,0,0,0,0,193,1,0,1,27,10,0,0,0,11,0,0,0,523,243,57,438,652.56,14.25,125.4245679,0,-214.79,-18.29222222,0,-35.62,-1.597695473
1302,77,448,0,0,42,0,0,0,384,3,0,9,40,44,0,0,0,3,0,0,0,29,525,48,817,374.01,21.37,102.9630857,0,-317.02,-20.62188571,0,0,0
1303,36,303,0,5,0,0,0,0,255,2,0,16,12,46,1,0,0,2,0,0,0,693,339,55,402,569.56,3.56,129.6593805,0,-297.78,-16.27253687,0,-35.62,-0.105073746
1304,123,186,0,4,11,3,0,1,187,1,1,15,4,63,15,0,0,1,3,0,0,1032,309,37,379,1068.6,12.11,116.9942071,0,-462.7,-17.49624595,0,-35.62,-0.115275081
1305,56,64,0,4,0,0,6,0,86,8,1,7,5,3,0,0,0,0,0,0,0,1513,120,39,44735,905.46,24.58,122.2033333,0,-390.04,-46.18425,0,-106.86,-3.265166667
1306,88,339,0,3,8,0,3,0,273,7,0,34,27,62,7,0,0,3,0,0,0,76,427,39,36989,1230.67,8.9,93.97775176,0,-140.7,-20.08711944,0,-35.62,-0.937587822
1307,156,196,0,2,0,0,0,0,289,2,0,4,11,41,1,0,1,0,1,0,0,601,352,51,384,711.69,10.69,87.63397727,0,-128.23,-14.16292614,0,-35.62,-0.101193182
1308,62,363,0,1,1,0,0,0,295,7,0,11,50,53,0,0,0,4,3,0,0,599,425,19,562,569.56,8.9,114.3283059,0,-142.48,-19.22854118,0,0,0
1309,200,336,0,4,3,1,34,0,409,12,0,27,21,11,9,0,0,5,0,0,0,1361,536,77,301458,1645.29,3.56,108.6710261,0,-221.2,-19.1263806,0,-35.62,-2.030149254
1310,133,531,0,7,10,0,0,0,505,10,11,43,26,46,2,0,0,2,2,0,0,774,664,61,153936,1426.58,7.12,110.4090361,0,-390.04,-18.90216867,0,-89.05,-1.278328313
1311,258,638,0,10,11,1,9,0,628,31,1,83,42,60,11,0,0,8,1,0,0,922,896,69,163074,7478.06,12.11,131.0471987,0,-202.32,-13.30959821,0,-35.62,-0.039754464
1312,106,266,0,6,3,0,0,0,301,6,0,13,29,11,0,0,0,2,1,0,0,1553,372,54,459,391.46,12.11,78.62607527,0,-142.48,-11.20553763,0,0,0
1313,176,417,0,2,0,0,0,0,459,16,0,20,50,41,1,0,0,4,0,0,0,323,593,36,839,529.31,7.12,86.90885329,0,-177.39,-16.71907251,0,-35.62,-0.060067454
1314,631,1594,0,22,1,0,4,0,1723,24,72,48,146,175,6,0,0,3,0,1,0,1518,2225,143,636026,1341.81,3.56,127.2869618,0,-535.72,-28.72260674,0,-106.86,-1.047932584
1315,46,167,1,4,7,0,1,0,119,1,0,31,19,26,2,0,0,2,0,0,0,1560,213,68,20348,2141.12,2.85,98.1900939,0,-191.99,-21.3084507,0,-71.24,-4.622112676
1316,61,565,0,3,21,5,6,0,464,3,0,30,6,81,3,0,0,1,3,0,0,797,626,157,29144,1067.53,17.45,130.0415974,0,-624.06,-29.8149361,0,-89.05,-0.36985623
1317,124,249,1,1,0,0,0,0,303,4,1,5,24,27,2,0,0,4,0,1,0,1227,373,49,456,658.61,12.11,83.95490617,0,-213.72,-19.0616622,0,-47.73,-0.127962466
1318,176,278,2,5,2,0,14,0,326,5,1,27,35,27,6,0,0,3,0,1,0,1207,454,58,104255,1143.05,10.33,116.2203524,0,-437.06,-19.74063877,0,-106.5,-0.234581498
1319,22,357,3,1,0,0,0,0,324,1,1,1,13,35,0,0,0,0,0,0,0,1355,379,44,407,651.49,3.56,110.1588918,0,-284.96,-13.62741425,0,0,0
1320,263,275,0,2,0,0,36,0,382,21,0,25,14,34,20,0,0,1,3,0,0,263,538,73,485015,1959.1,12.82,156.4906506,0,-488.35,-27.76592937,0,-35.62,-0.066208178
1321,142,391,0,1,0,1,0,0,379,20,0,12,64,50,1,0,0,5,0,0,0,311,533,40,674,790.41,3.56,92.76412758,0,-240.79,-15.8879925,0,-142.48,-0.751819887
1322,76,526,2,9,9,1,0,0,406,7,0,44,88,20,2,0,0,14,0,0,0,440,602,23,728,1281.25,10.69,134.1256478,0,-249.34,-16.47137874,0,-71.24,-0.11833887
1323,167,393,0,2,0,0,0,0,436,18,0,24,43,31,4,0,0,2,0,0,0,1230,560,48,647,341.24,7.48,74.97351786,0,-170.98,-14.10798214,0,-127.88,-0.456714286
1324,103,310,0,0,3,0,0,0,332,16,0,9,30,13,1,0,0,7,0,2,0,1459,413,42,478,1132.72,7.12,74.08828087,0,-211.94,-13.42837772,0,-31.35,-0.097457627
1325,149,202,0,9,9,0,1,0,227,1,0,50,0,32,8,0,0,5,9,0,0,986,351,33,8017,755.5,12.11,82.7622792,0,-129.3,-16.6802849,0,-35.62,-0.202962963
1326,96,268,0,3,1,0,2,0,280,3,0,14,48,9,0,0,0,3,1,0,0,1416,364,42,11004,995.94,7.12,90.86692308,0,-427.44,-24.65607143,0,-35.62,-0.205494505
1327,52,191,0,2,1,0,0,0,165,25,0,18,9,20,3,0,0,0,0,0,0,1020,243,40,327,1708.34,10.33,107.979465,0,-204.1,-16.8045679,0,0,0
1328,192,345,0,7,1,0,16,0,409,13,0,13,48,26,0,0,2,2,0,0,0,210,537,136,68133,1068.6,6.06,77.51163873,0,-213.36,-9.059553073,0,-26.71,-0.119385475
1329,69,364,0,14,2,1,20,3,305,4,0,18,34,18,14,0,0,0,0,0,0,1495,433,55,203009,1249.91,17.81,148.6804157,0,-142.48,-13.68048499,0,-35.62,-0.164526559
1330,58,331,0,2,0,0,0,0,284,1,3,10,18,68,0,0,0,2,1,0,0,358,389,47,30861,1699.07,21.02,164.9341645,0,-566.36,-24.93843188,0,0,0
1331,39,164,0,0,0,0,0,0,161,0,0,6,2,29,0,0,0,5,0,0,0,296,203,58,247,1133.78,4.99,133.3637438,0,-167.06,-12.17147783,0,-42.74,-0.719359606
1332,22,350,2,8,67,0,1,0,201,1,0,37,3,43,8,0,0,0,1,0,0,347,372,48,9300,890.14,12.11,124.896129,0,-587.37,-13.90704301,0,-28.5,-0.076612903
1333,36,332,0,6,5,1,1,0,236,2,0,9,4,85,0,0,0,1,18,0,0,193,368,60,10882,1069.31,21.37,125.2908967,0,-205.88,-15.13266304,0,0,0
1334,186,481,2,5,0,0,4,0,537,4,0,4,36,72,1,0,0,0,0,2,0,1112,667,72,124961,2582.81,6.06,102.4623088,0,-320.22,-19.64823088,0,-89.05,-0.267016492
1335,188,371,0,1,0,0,2,0,396,16,0,30,68,24,16,0,0,5,1,0,0,920,559,56,20918,1424.44,11.75,93.30101968,0,-1424.8,-26.7447585,0,-35.62,-0.12744186
1336,39,194,0,3,0,0,6,0,171,1,0,7,18,20,6,0,0,0,1,0,0,236,233,44,45633,1143.05,23.87,137.9407296,0,-463.06,-22.23579399,0,-35.62,-0.152875536
1337,34,327,0,25,0,1,8,0,172,1,3,4,4,126,14,0,0,1,2,0,0,961,361,69,128654,1336.82,17.81,154.2065097,0,-390.04,-21.07897507,0,-89.05,-1.858947368
1338,91,175,0,8,0,0,3,0,196,9,0,0,33,12,5,0,0,0,0,0,0,692,266,42,23432,1175.1,6.77,103.9003759,0,-384.7,-28.51857143,0,-39.18,-0.629360902
1339,116,546,0,16,2,0,0,0,482,18,1,26,40,60,6,0,1,8,1,1,0,59,662,29,15873,1423.02,8.9,135.8437009,0,-226.54,-17.81641994,0,-89.05,-0.134516616
1340,67,457,0,4,4,0,0,0,399,10,0,16,40,47,4,0,0,0,0,0,0,717,524,44,654,710.98,14.25,93.7364313,0,-427.44,-22.3173855,0,-89.05,-0.486049618
1341,266,602,0,7,0,0,0,0,706,16,0,15,61,56,6,0,0,0,1,0,0,658,868,48,1189,870.55,7.12,87.7393318,0,-624.06,-17.61577189,0,-89.05,-0.205184332
1342,109,410,1,20,3,1,0,0,369,11,0,30,27,40,16,0,0,1,0,0,0,504,519,46,604,1067.89,12.11,134.8288439,0,-208.38,-14.54982659,0,0,0
1343,171,182,1,7,1,0,0,0,219,13,0,19,30,45,7,0,0,9,2,0,0,1297,353,33,569,1068.6,12.11,112.2207082,0,-235.45,-21.41439093,0,0,0
1344,17,71,0,1,0,0,1,0,68,0,1,1,6,10,0,0,0,0,0,0,0,794,88,43,8051,711.69,7.12,114.5780682,0,-284.96,-31.67329545,0,0,0
1345,76,120,0,0,1,0,0,0,133,0,1,8,7,46,0,0,0,0,0,0,0,121,196,36,214,391.46,12.47,63.52142857,0,-148.89,-13.19372449,0,-53.43,-0.726938776
1346,46,346,0,3,7,2,0,0,244,1,0,19,33,57,20,0,0,6,0,0,0,84,392,36,416,747.66,14.25,116.0554592,0,-135.36,-9.630892857,0,-213.36,-0.544285714
1347,120,155,0,0,4,0,0,0,219,12,0,39,1,0,0,0,0,0,0,0,0,1066,275,49,379,1639.59,17.81,109.5654182,0,-1094.25,-49.40923636,0,-89.05,-0.388545455
1348,100,265,0,13,25,0,2,0,226,10,1,5,14,58,1,0,0,0,10,0,0,1176,365,35,36858,1507.08,11.75,127.8536438,0,-142.48,-16.7509863,0,-142.84,-1.752630137
1349,290,637,0,12,3,2,23,0,647,21,0,28,40,128,9,0,0,1,13,0,0,909,927,141,353722,1798.81,3.56,143.6837972,0,-497.97,-27.42274002,0,-284.6,-4.568629989
1350,66,238,0,13,5,0,0,1,180,1,1,9,16,66,9,0,0,1,1,1,0,591,304,30,416,1707.62,7.12,101.1966118,0,-783.64,-33.24940789,0,-35.62,-0.544835526
1351,137,309,0,9,2,0,7,0,349,11,2,18,5,37,6,0,0,0,0,0,0,853,446,55,48524,712.4,12.11,99.26914798,0,-213.36,-18.4820852,0,-35.62,-0.43926009
1352,196,483,0,11,0,3,4,1,475,7,1,23,22,110,11,0,0,5,6,0,0,1181,679,73,28527,1435.84,3.56,92.57195876,0,-266.79,-14.72197349,0,0,0
1353,302,266,0,12,17,0,15,0,399,10,1,22,23,40,3,0,18,8,0,0,0,343,568,235,19081,355.49,3.56,47.73919014,0,-75.51,-6.002746479,0,0,0
1354,124,347,3,6,8,1,2,0,368,5,0,5,22,40,11,0,0,0,0,0,0,716,471,64,15976,854.17,10.69,99.97522293,0,-170.98,-15.38509554,0,-44.52,-0.094522293
1355,246,718,0,12,103,0,1,0,661,8,0,88,12,60,17,0,0,2,0,0,0,1396,964,44,8663,1160.5,11.75,100.1649793,0,-926.12,-15.36,0,-35.62,-0.144107884
1356,322,904,0,4,3,0,11,0,944,32,0,77,65,78,8,0,0,3,0,1,0,848,1226,152,71779,1424.8,3.56,95.87724307,0,-733.77,-19.66797716,0,-89.05,-0.455562806
1357,206,488,4,3,3,0,3,1,529,19,0,34,54,42,1,0,0,0,1,0,0,1285,694,24,32338,1318.3,13.89,166.2445821,0,-415.69,-26.35658501,0,-106.5,-1.169221902
1358,201,868,0,11,0,0,0,3,780,18,1,26,77,148,0,0,0,5,0,0,0,683,1069,37,1512,783.28,5.34,106.1190084,0,-644.37,-20.75626754,0,-89.05,-0.191590271
1359,108,203,0,1,0,0,0,0,225,13,2,10,41,15,1,0,0,3,0,0,0,1541,311,60,396,1597.2,3.56,97.8296463,0,-142.48,-13.32141479,0,-142.48,-0.458135048
1360,86,93,0,2,0,0,9,0,135,5,0,2,11,14,1,0,0,0,0,0,0,156,179,30,79457,1354.63,17.81,128.5522905,0,-217.99,-26.54184358,0,0,0
1361,89,129,0,11,0,0,1,0,167,1,0,8,6,15,8,0,0,0,1,0,0,1013,218,28,5399,2136.84,3.56,111.405,0,-178.1,-19.22490826,0,-35.62,-0.506559633
1362,105,262,0,1,66,1,0,0,180,7,3,26,14,42,1,0,0,26,0,0,0,838,367,29,407,569.56,8.9,114.2527793,0,-159.93,-10.79174387,0,0,0
1363,147,262,0,14,1,0,0,0,307,3,2,12,16,41,5,0,1,3,4,0,0,1264,409,76,498,533.94,6.06,81.00484108,0,-191.64,-13.52845966,0,-19.59,-0.095794621
1364,111,694,2,5,3,0,5,0,588,0,3,38,17,106,22,0,0,2,14,0,0,791,805,60,112829,1613.59,17.81,138.0251553,0,-355.84,-17.79700621,0,-35.62,-0.121677019
1365,92,338,0,3,0,0,0,0,309,0,0,7,24,71,3,0,0,13,0,0,0,1557,430,57,651,2349.85,7.12,133.4669767,0,-480.87,-16.5922093,0,0,0
1366,67,223,0,2,1,2,0,0,175,2,0,3,26,65,8,0,0,6,0,0,0,345,290,33,380,890.14,6.06,127.2878276,0,-213.36,-19.47186207,0,0,0
1367,64,327,0,12,12,0,4,0,306,1,1,7,17,31,0,0,0,0,0,0,0,325,391,50,35434,1221.77,11.75,93.4588491,0,-256.46,-21.58488491,0,-142.12,-0.363478261
1368,127,271,0,7,7,0,9,0,299,1,0,23,17,26,0,6,2,1,0,0,0,287,398,56,79246,1277.33,3.21,102.1732663,0,-373.3,-20.22434673,0,-70.88,-0.764321608
